account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
221,,ACCRUED TAXES-WORKMANS COMP,A,ROUTE CHART,ROUTE
222,,ACCRUED PROPERTY TAXES,A,ROUTE CHART,ROUTE
227,,ACCRUED SALES TAXES,A,ROUTE CHART,ROUTE
229,,ACCRUED OTHER TAXES,A,ROUTE CHART,ROUTE
246,,UNEARNED REVENUE,A,ROUTE CHART,ROUTE
246,1,SECURITY DEPOSITS,A,ROUTE CHART,ROUTE
246,3,RETIREMENT FUND,A,ROUTE CHART,ROUTE
248,,OTHER CURRENT LIABILITIES,A,ROUTE CHART,ROUTE
249,,TOTAL CURRENT LIABILITIES,T,ROUTE CHART,ROUTE
250,,LONG TERM LIABILITIES,H,ROUTE CHART,ROUTE
270,,LONG TERM CONTRACTS & NT PAY,A,ROUTE CHART,ROUTE
275,,LONG TERM LOANS,A,ROUTE CHART,ROUTE
285,,UNITS PAY S.C.,A,ROUTE CHART,ROUTE
290,,TOTAL LONG TERM LIABILITIES,T,ROUTE CHART,ROUTE
299,,TOTAL LIABILITIES,T,ROUTE CHART,ROUTE
300,,STOCKHOLDERS EQUITY,H,ROUTE CHART,ROUTE
301,,CAPITAL STOCK,A,ROUTE CHART,ROUTE
320,,PAID IN CAP. IN EXCESS OF PAR,A,ROUTE CHART,ROUTE
335,,DEBTS NOT COVERED,A,ROUTE CHART,ROUTE
340,,BEGINNING RETAINED EARNINGS,A,ROUTE CHART,ROUTE
350,,RETAINED EARNINGS,A,ROUTE CHART,ROUTE
398,,TOTAL OWNERS EQUITY,T,ROUTE CHART,ROUTE
399,,TOT. LIAB. & OWNERSS EQUITY,T,ROUTE CHART,ROUTE
400,,INCOME STATEMENT,H,ROUTE CHART,ROUTE
402,,REVENUE,H,ROUTE CHART,ROUTE
404,,**,H,ROUTE CHART,ROUTE
405,,SALES,H,ROUTE CHART,ROUTE
405,200,PRIZES INCOME,A,ROUTE CHART,ROUTE
405,270,FOOD INCOME,A,ROUTE CHART,ROUTE
405,370,DRINK INCOME,A,ROUTE CHART,ROUTE
405,600,DART INCOME,A,ROUTE CHART,ROUTE
405,700,SALES-ROUTE COLLECTIONS,A,ROUTE CHART,ROUTE
405,710,LOCATION SHARE,A,ROUTE CHART,ROUTE
405,750,MARKET INCOME,A,ROUTE CHART,ROUTE
405,800,CIGARETTE INCOME,A,ROUTE CHART,ROUTE
405,850,OCS INCOME,A,ROUTE CHART,ROUTE
405,900,CATERING INCOME,A,ROUTE CHART,ROUTE
405,930,COINCO SERVICES,A,ROUTE CHART,ROUTE
405,950,FOOD SERVICE INCOME,A,ROUTE CHART,ROUTE
405,10,BIG COOKIE INCOME,A,ROUTE CHART,ROUTE
405,100,PASTRY INCOME,A,ROUTE CHART,ROUTE
405,1000,SUBSIDY ACCOUNTS,A,ROUTE CHART,ROUTE
405,110,SODA BOTTLES INCOME,A,ROUTE CHART,ROUTE
405,112,SODA CANS INCOME,A,ROUTE CHART,ROUTE
405,120,SOUP INCOME,A,ROUTE CHART,ROUTE
405,130,JUICE BOTTLES INCOME,A,ROUTE CHART,ROUTE
405,132,JUICE CANS INCOME,A,ROUTE CHART,ROUTE
405,140,SUNDRIES INCOME,A,ROUTE CHART,ROUTE
405,20,CANDY INCOME,A,ROUTE CHART,ROUTE
405,2000,SALES-CHANGERS,A,ROUTE CHART,ROUTE
405,22,CANDY BAGGED INCOME,A,ROUTE CHART,ROUTE
405,24,POPCORN INCOME,A,ROUTE CHART,ROUTE
405,30,CHIPS LSS INCOME,A,ROUTE CHART,ROUTE
405,3000,SALES-PARTS,A,ROUTE CHART,ROUTE
405,32,CHIPS SMALL INCOME,A,ROUTE CHART,ROUTE
405,40,COFFEE INCOME,A,ROUTE CHART,ROUTE
405,50,COLD CUPS INCOME,A,ROUTE CHART,ROUTE
405,60,FOOD SANDWICH INCOME,A,ROUTE CHART,ROUTE
405,61,REBATES,A,ROUTE CHART,ROUTE
405,62,FOOD FROZEN INCOME,A,ROUTE CHART,ROUTE
405,70,GUM & MINT INCOME,A,ROUTE CHART,ROUTE
405,700,SALE OF MACHINES,A,ROUTE CHART,ROUTE
405,80,ICECREAM INCOME,A,ROUTE CHART,ROUTE
405,90,MILK CTNS INCOME,A,ROUTE CHART,ROUTE
405,92,MILK CHUGS INCOME,A,ROUTE CHART,ROUTE
420,,OTHER SALES,A,ROUTE CHART,ROUTE
421,,WAGE MDSE REVENUE,A,ROUTE CHART,ROUTE
422,,RETURNS & ALLOWANCES,A,ROUTE CHART,ROUTE
425,,DISCOUNTS,A,ROUTE CHART,ROUTE
428,,SALES TAX,A,ROUTE CHART,ROUTE
430,,NET SALES,T,ROUTE CHART,ROUTE
432,,COST OF GOODS SOLD,H,ROUTE CHART,ROUTE
432,100,COGS CIGARETTES,A,ROUTE CHART,ROUTE
432,101,COMM CIGARETTES,A,ROUTE CHART,ROUTE
432,200,COGS-PRIZES,A,ROUTE CHART,ROUTE
432,270,COGS-FOOD INCOME,A,ROUTE CHART,ROUTE
432,300,COGS VENDING,A,ROUTE CHART,ROUTE
432,370,COGS-DRINK INCOME,A,ROUTE CHART,ROUTE
432,400,COGS-POOL LEAGUE,A,ROUTE CHART,ROUTE
432,500,COGS-DART LEAGUE,A,ROUTE CHART,ROUTE
432,700,COGS-COMMISSIONS,A,ROUTE CHART,ROUTE
432,800,COST OF GOODS SOLD,A,ROUTE CHART,ROUTE
432,850,COST OF GOODS SOLD,A,ROUTE CHART,ROUTE
432,900,COGS PHONE CARD INCOME,A,ROUTE CHART,ROUTE
432,950,COGS PHONE CARD EXPENSE,A,ROUTE CHART,ROUTE
432,10,COGS - BIG COOKIE,A,ROUTE CHART,ROUTE
432,100,COGS - PASTRY,A,ROUTE CHART,ROUTE
432,101,COMM PASTRY,A,ROUTE CHART,ROUTE
432,11,COMM BIG COOKIE,A,ROUTE CHART,ROUTE
432,110,COGS - SODA BOTTLES,A,ROUTE CHART,ROUTE
432,111,COMM SODA BOTTLES,A,ROUTE CHART,ROUTE
432,112,COGS SODA CANS,A,ROUTE CHART,ROUTE
432,113,COMM SODA CANS,A,ROUTE CHART,ROUTE
432,120,COGS - SOUP,A,ROUTE CHART,ROUTE
432,121,COMM SOUP,A,ROUTE CHART,ROUTE
432,130,COGS-JUICE BOTTLES,A,ROUTE CHART,ROUTE
432,131,COMM JUICE BOTTLES,A,ROUTE CHART,ROUTE
432,132,COGS-JUICE CANS,A,ROUTE CHART,ROUTE
432,133,COMM JUICE CANS,A,ROUTE CHART,ROUTE
432,140,COGS-SUNDRIES,A,ROUTE CHART,ROUTE
432,141,COMM SUNDRIES,A,ROUTE CHART,ROUTE
432,20,COGS - CANDY,A,ROUTE CHART,ROUTE
432,21,COMM CANDY,A,ROUTE CHART,ROUTE
432,22,COGS-CANDY BAGGED,A,ROUTE CHART,ROUTE
432,23,COMM CANDY BAGGED,A,ROUTE CHART,ROUTE
432,24,COGS-POPCORN,A,ROUTE CHART,ROUTE
432,25,COMM POPCORN,A,ROUTE CHART,ROUTE
432,30,COGS - CHIPS LLS,A,ROUTE CHART,ROUTE
432,31,COMM CHIPS LLS,A,ROUTE CHART,ROUTE
432,32,COGS-CHIPS SMALL,A,ROUTE CHART,ROUTE
432,33,COMM CHIPS SMALL,A,ROUTE CHART,ROUTE
432,40,COGS - COFFEE,A,ROUTE CHART,ROUTE
432,41,COMM COFFEE,A,ROUTE CHART,ROUTE
432,50,COGS - COLD CUPS,A,ROUTE CHART,ROUTE
432,51,COMM - COLD CUPS,A,ROUTE CHART,ROUTE
432,60,COGS - FOOD SANDWICH,A,ROUTE CHART,ROUTE
432,61,COMM FOOD SANDWICH,A,ROUTE CHART,ROUTE
432,62,COGS-FOOD FROZEN,A,ROUTE CHART,ROUTE
432,63,COMM FOOD FROZEN,A,ROUTE CHART,ROUTE
432,70,COGS - GUM & MINT,A,ROUTE CHART,ROUTE
432,700,COGS ON MACHINES,A,ROUTE CHART,ROUTE
432,71,COMM GUM & MINT,A,ROUTE CHART,ROUTE
432,80,COGS - ICECREAM,A,ROUTE CHART,ROUTE
432,81,COMM ICE CREAM,A,ROUTE CHART,ROUTE
432,90,COGS - MILK CTNS,A,ROUTE CHART,ROUTE
432,91,COMM MILK CTNS,A,ROUTE CHART,ROUTE
432,92,COGS MILK CHUGS,A,ROUTE CHART,ROUTE
432,93,COMM MILK CHUGS,A,ROUTE CHART,ROUTE
439,,TOTAL COST OF GOODS SOLD,T,ROUTE CHART,ROUTE
440,,GROSS MARGIN,T,ROUTE CHART,ROUTE
445,,OTHER REVENUE,H,ROUTE CHART,ROUTE
470,,RENTAL INCOME,A,ROUTE CHART,ROUTE
475,,FREIGHT INCOME,A,ROUTE CHART,ROUTE
477,,WARRANTY INCOME,A,ROUTE CHART,ROUTE
480,,SERVICE INCOME,A,ROUTE CHART,ROUTE
482,,GAIN ON SALE OF AN ASSET,A,ROUTE CHART,ROUTE
484,,REBATES,A,ROUTE CHART,ROUTE
486,,COMMISSION INCOME,A,ROUTE CHART,ROUTE
487,,INTEREST INCOME,A,ROUTE CHART,ROUTE
488,,LOAN INTEREST INCOME,A,ROUTE CHART,ROUTE
489,,LOAN FEE INCOME,A,ROUTE CHART,ROUTE
490,,LOAN PENALTY INCOME,A,ROUTE CHART,ROUTE
491,,OTHER INCOME,A,ROUTE CHART,ROUTE
491,100,DART/POOL INCOME,A,ROUTE CHART,ROUTE
491,150,DART/POOL EXPENSE,A,ROUTE CHART,ROUTE
491,1,INVESTMENT INCOME,A,ROUTE CHART,ROUTE
491,300,SALES-PARTS,A,ROUTE CHART,ROUTE
491,400,SALE OF MACHINE,A,ROUTE CHART,ROUTE
491,401,SALES OF LOCATION,A,ROUTE CHART,ROUTE
491,700,KITE STORE EXPENSES,A,ROUTE CHART,ROUTE
492,,NOT CODED OTHER REVENUE,A,ROUTE CHART,ROUTE
493,,SCR LT,A,ROUTE CHART,ROUTE
494,,SCR ST,A,ROUTE CHART,ROUTE
495,,SCR INV,A,ROUTE CHART,ROUTE
496,,RECEIPTS REVENUE,A,ROUTE CHART,ROUTE
498,,TOTAL OTHER REVENUE,T,ROUTE CHART,ROUTE
499,,REVENUE LESS COGS,T,ROUTE CHART,ROUTE
500,,EXPENSES,H,ROUTE CHART,ROUTE
502,,OPERATING EXPENSES,H,ROUTE CHART,ROUTE
502,1,PARTS EXPENSE,A,ROUTE CHART,ROUTE
504,,CHARGED OFF ACTS,A,ROUTE CHART,ROUTE
505,,BAD CHECKS,A,ROUTE CHART,ROUTE
506,,WAGES,A,ROUTE CHART,ROUTE
507,,WAGE MDSE EXPENSE,A,ROUTE CHART,ROUTE
515,,COMMISSIONS,A,ROUTE CHART,ROUTE
517,,CONTRACT LABOR,A,ROUTE CHART,ROUTE
518,,FUTA TAX EXPENSE,A,ROUTE CHART,ROUTE
519,,SUTA TAX EXPENSE,A,ROUTE CHART,ROUTE
520,,FICA TAX EXPENSE,A,ROUTE CHART,ROUTE
521,,WORKMAN COMP INSURANCES,A,ROUTE CHART,ROUTE
523,,401 K PLAN,A,ROUTE CHART,ROUTE
525,,HEALTH INSURANCE,A,ROUTE CHART,ROUTE
530,,TRAVEL EXPENSES,A,ROUTE CHART,ROUTE
535,,REPAIRS & MAINT-VEHICLES,A,ROUTE CHART,ROUTE
536,,GAS & OIL,A,ROUTE CHART,ROUTE
537,,DIESEL FUEL TAX,A,ROUTE CHART,ROUTE
540,,FREIGHT EXPENSE,A,ROUTE CHART,ROUTE
541,,LOADING FEE EXPENSE,A,ROUTE CHART,ROUTE
545,,ADVERTISING & PROMOTIONS,A,ROUTE CHART,ROUTE
545,100,TOURNAMENT PROMOTIONS,A,ROUTE CHART,ROUTE
550,,AP DISCOUNTS LOST,A,ROUTE CHART,ROUTE
560,,OTHER OPERATING EXP,A,ROUTE CHART,ROUTE
561,,TOTAL OPERATING EXP,T,ROUTE CHART,ROUTE
563,,GENERAL & ADMINISTRATIVE EXP,H,ROUTE CHART,ROUTE
564,,RENT-VEHICLES,H,ROUTE CHART,ROUTE
565,,RENT-BUILDING,A,ROUTE CHART,ROUTE
565,100,RENT-ARCADE,A,ROUTE CHART,ROUTE
566,,RENT-EQUIPMENT & VEHICLES,A,ROUTE CHART,ROUTE
570,,REPAIRS & MAINT-BUILDING,A,ROUTE CHART,ROUTE
571,,REPAIR & MAINTENANCE EQUIPMENT,A,ROUTE CHART,ROUTE
572,,LANDSCAPING,A,ROUTE CHART,ROUTE
573,100,BUILDING SECURITY,A,ROUTE CHART,ROUTE
574,,COMPUTER SOFTWARE MAINTENANCE,A,ROUTE CHART,ROUTE
580,,UTILITIES-FUEL,A,ROUTE CHART,ROUTE
581,,UTILITIES-ELECTRIC,A,ROUTE CHART,ROUTE
582,,UTILITIES-WATER & SEWER,A,ROUTE CHART,ROUTE
583,,UTILITIES-GARBAGE,A,ROUTE CHART,ROUTE
584,,UTILITIES-PHONE,A,ROUTE CHART,ROUTE
585,,UTILITIES-MISC,A,ROUTE CHART,ROUTE
590,,PROPERTY TAX,A,ROUTE CHART,ROUTE
595,,PERSONAL PROPERTY TAX,A,ROUTE CHART,ROUTE
600,,DEPRECIATION EXP-VEHICLES,A,ROUTE CHART,ROUTE
605,,DEPRECIATION EXP-EQUIPMENT,A,ROUTE CHART,ROUTE
607,,DEPRECIATION EXP-F & F,A,ROUTE CHART,ROUTE
609,,DEPRECIATION EXP-IMPROVEMENTS,A,ROUTE CHART,ROUTE
611,,DEPRECIATION EXP-BUILDINGS,A,ROUTE CHART,ROUTE
613,,AMORTIZATION EXPENSE,A,ROUTE CHART,ROUTE
615,,CASUALTY/PROPERTY INSURANCE,A,ROUTE CHART,ROUTE
620,,VEHICLE INSURANCE,A,ROUTE CHART,ROUTE
621,,INSURANCE,A,ROUTE CHART,ROUTE
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,ROUTE CHART,ROUTE
629,,ACCOUNTING FEES,A,ROUTE CHART,ROUTE
630,,PROFESSIONAL FEES,A,ROUTE CHART,ROUTE
631,,LEGAL FEES,A,ROUTE CHART,ROUTE
635,,OFFICE SUPPLIES EXPENSE,A,ROUTE CHART,ROUTE
638,,SUPPLIES,A,ROUTE CHART,ROUTE
638,8,LAUNDRY & LINEN,A,ROUTE CHART,ROUTE
638,100,SUPPLIES,A,ROUTE CHART,ROUTE
638,500,DART LEAGUE EXPENSE,A,ROUTE CHART,ROUTE
638,700,RECORD EXPENSE,A,ROUTE CHART,ROUTE
639,,PARTS EXPENSE,A,ROUTE CHART,ROUTE
639,100,KITS & UPDATES,A,ROUTE CHART,ROUTE
640,,POSTAGE EXPENSE,A,ROUTE CHART,ROUTE
650,,PERMITS & LICENSES,A,ROUTE CHART,ROUTE
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,ROUTE CHART,ROUTE
659,,FILING FEES,A,ROUTE CHART,ROUTE
665,,FINES - PENALTY,A,ROUTE CHART,ROUTE
675,,BANK CHARGES,A,ROUTE CHART,ROUTE
676,,BANKCARD DISCOUNTS,A,ROUTE CHART,ROUTE
685,,THEFT LOSS,A,ROUTE CHART,ROUTE
689,,DONATIONS,A,ROUTE CHART,ROUTE
690,,INCOME TAX PROVISION EXP,A,ROUTE CHART,ROUTE
691,,MISC TAX,A,ROUTE CHART,ROUTE
700,,GROCERY EXPENSE,A,ROUTE CHART,ROUTE
703,,CLOTHING EXPENSE,A,ROUTE CHART,ROUTE
707,,EDUCA.& TRAINING EXPENSE,A,ROUTE CHART,ROUTE
709,,ENTERTAINMENT EXPENSE,A,ROUTE CHART,ROUTE
710,,GIFT EXPENSE,A,ROUTE CHART,ROUTE
715,,CHARGE CARD EXPENSE,A,ROUTE CHART,ROUTE
720,,MEDICAL EXP,A,ROUTE CHART,ROUTE
725,,DENTAL EXP,A,ROUTE CHART,ROUTE
740,,INTEREST EXPENSE,A,ROUTE CHART,ROUTE
741,,LOAN INTEREST EXPENSE,A,ROUTE CHART,ROUTE
742,,LOAN FEE EXPENSE,A,ROUTE CHART,ROUTE
743,,LOAN PENALTIES EXPENSE,A,ROUTE CHART,ROUTE
780,,LOSS ON SALE OF ASSET,A,ROUTE CHART,ROUTE
785,,OTHER EXPENSES,A,ROUTE CHART,ROUTE
788,,NOT CODED OTHER EXPENSE,A,ROUTE CHART,ROUTE
789,,SCP LT,A,ROUTE CHART,ROUTE
790,,SCP ST,A,ROUTE CHART,ROUTE
791,,SCP INV,A,ROUTE CHART,ROUTE
792,,CHECK EXP,A,ROUTE CHART,ROUTE
796,,TOTAL G & A EXPENSES,T,ROUTE CHART,ROUTE
797,,TOTAL OPERATING & G&A EXP,T,ROUTE CHART,ROUTE
799,,NET INCOME/LOSS-,T,ROUTE CHART,ROUTE
801,,TRAN-INTRA COMPANY,A,ROUTE CHART,ROUTE
