account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
425,,DISCOUNTS,A,STANDARD CHART,STAN
428,,SALES TAX,A,STANDARD CHART,STAN
430,,NET SALES,T,STANDARD CHART,STAN
432,,COST OF GOODS SOLD,H,STANDARD CHART,STAN
432,250,COGS0USED EQUIP,A,STANDARD CHART,STAN
432,350,COST OF GOODS SOLD-MILK,A,STANDARD CHART,STAN
432,600,COGS- PARTS,A,STANDARD CHART,STAN
432,700,COGS - SERVICE,A,STANDARD CHART,STAN
432,1000,COGS - FOOD,A,STANDARD CHART,STAN
432,3000,DEPRECIATION EXP-LEASED EQUIP,A,STANDARD CHART,STAN
432,4444,COGS-JANITORIAL,A,STANDARD CHART,STAN
439,,TOTAL COST OF GOODS SOLD,T,STANDARD CHART,STAN
440,,GROSS MARGIN,T,STANDARD CHART,STAN
445,,OTHER REVENUE,H,STANDARD CHART,STAN
445,10,OTHER REVENUE,A,STANDARD CHART,STAN
445,100,DISCOUNTS,A,STANDARD CHART,STAN
470,,RENTAL INCOME,A,STANDARD CHART,STAN
470,5,RENTAL INCOME-MERCHANDISERS,A,STANDARD CHART,STAN
475,,FREIGHT INCOME,A,STANDARD CHART,STAN
476,,LOADING FEE INCOME,A,STANDARD CHART,STAN
477,,WARRANTY INCOME,A,STANDARD CHART,STAN
480,,SERVICE INCOME,A,STANDARD CHART,STAN
482,,GAIN ON SALE OF AN ASSET,A,STANDARD CHART,STAN
484,,REBATES,A,STANDARD CHART,STAN
484,1,REBATES-TUXTON,A,STANDARD CHART,STAN
484,2,REBATES-VITAMIX,A,STANDARD CHART,STAN
484,3,REBATES-JOHN BOOS,A,STANDARD CHART,STAN
485,,ROYALTIES,A,STANDARD CHART,STAN
486,,COMMISSION INCOME,A,STANDARD CHART,STAN
487,,INTEREST INCOME,A,STANDARD CHART,STAN
488,,LOAN INTEREST INCOME,A,STANDARD CHART,STAN
489,,LOAN FEE INCOME,A,STANDARD CHART,STAN
490,,LOAN PENALTY INCOME,A,STANDARD CHART,STAN
491,,OTHER INCOME,A,STANDARD CHART,STAN
491,100,CATALOUGE INCOME,A,STANDARD CHART,STAN
491,200,RECYCLING INCOME,A,STANDARD CHART,STAN
491,300,CREDIT CARD INCOME,A,STANDARD CHART,STAN
491,400,TRIP INCENTIVE INCOME,A,STANDARD CHART,STAN
492,,NOT CODED OTHER REVENUE,A,STANDARD CHART,STAN
493,,SCR LT,A,STANDARD CHART,STAN
494,,SCR ST,A,STANDARD CHART,STAN
495,,SCR INV,A,STANDARD CHART,STAN
496,,RECEIPTS REVENUE,A,STANDARD CHART,STAN
498,,TOTAL OTHER REVENUE,T,STANDARD CHART,STAN
499,,REVENUE LESS COGS,T,STANDARD CHART,STAN
500,,EXPENSES,H,STANDARD CHART,STAN
502,,OPERATING EXPENSES,H,STANDARD CHART,STAN
504,,CHARGED OFF ACTS,A,STANDARD CHART,STAN
505,,BAD CHECKS,A,STANDARD CHART,STAN
506,,WAGES,A,STANDARD CHART,STAN
507,,WAGE MDSE EXPENSE,A,STANDARD CHART,STAN
515,,COMMISSIONS,A,STANDARD CHART,STAN
517,,CONTRACT LABOR,A,STANDARD CHART,STAN
518,,FUTA TAX EXPENSE,A,STANDARD CHART,STAN
519,,SUTA TAX EXPENSE,A,STANDARD CHART,STAN
520,,FICA TAX EXPENSE,A,STANDARD CHART,STAN
521,,WORKMAN COMP INSURANCES,A,STANDARD CHART,STAN
523,,401 K PLAN,A,STANDARD CHART,STAN
525,,HEALTH INSURANCE,A,STANDARD CHART,STAN
530,,TRAVEL EXPENSES,A,STANDARD CHART,STAN
535,,REPAIRS & MAINT-VEHICLES,A,STANDARD CHART,STAN
535,301,VEHICLE EXPENSE,A,STANDARD CHART,STAN
535,303,VEHICLE EXPENSE,A,STANDARD CHART,STAN
536,,GAS & OIL,A,STANDARD CHART,STAN
537,,DIESEL FUEL TAX,A,STANDARD CHART,STAN
540,,FREIGHT EXPENSE,A,STANDARD CHART,STAN
540,100,FREIGHT CLAIMS,A,STANDARD CHART,STAN
541,,LOADING FEE EXPENSE,A,STANDARD CHART,STAN
545,,ADVERTISING & PROMOTIONS,A,STANDARD CHART,STAN
545,100,CATALOG EXPENSE,A,STANDARD CHART,STAN
545,200,ADVERTISING-NEW EMPLOYMENT,A,STANDARD CHART,STAN
549,,ROYALTIES,A,STANDARD CHART,STAN
550,,AP DISCOUNTS LOST,A,STANDARD CHART,STAN
560,,OTHER OPERATING EXP,A,STANDARD CHART,STAN
561,,TOTAL OPERATING EXP,T,STANDARD CHART,STAN
563,,GENERAL & ADMINISTRATIVE EXP,H,STANDARD CHART,STAN
564,,RENT-VEHICLES,H,STANDARD CHART,STAN
565,,RENT-BUILDING,A,STANDARD CHART,STAN
566,,RENT-EQUIPMENT & VEHICLES,A,STANDARD CHART,STAN
567,,RENT-LAND,A,STANDARD CHART,STAN
570,,REPAIRS & MAINT-BUILDING,A,STANDARD CHART,STAN
570,1,EMPLOYEE ERRORS,A,STANDARD CHART,STAN
571,,REPAIR & MAINTENANCE EQUIPMENT,A,STANDARD CHART,STAN
571,700,R&M MERCHANDISERS,A,STANDARD CHART,STAN
572,,LANDSCAPING,A,STANDARD CHART,STAN
574,,COMPUTER SOFTWARE MAINTENANCE,A,STANDARD CHART,STAN
580,,UTILITIES-FUEL,A,STANDARD CHART,STAN
581,,UTILITIES-ELECTRIC,A,STANDARD CHART,STAN
582,,UTILITIES-WATER & SEWER,A,STANDARD CHART,STAN
583,,UTILITIES-GARBAGE,A,STANDARD CHART,STAN
584,,UTILITIES-PHONE,A,STANDARD CHART,STAN
585,,UTILITIES-MISC,A,STANDARD CHART,STAN
590,,PROPERTY TAX,A,STANDARD CHART,STAN
595,,PERSONAL PROPERTY TAX,A,STANDARD CHART,STAN
600,,DEPRECIATION EXP-VEHICLES,A,STANDARD CHART,STAN
605,,DEPRECIATION EXP-EQUIPMENT,A,STANDARD CHART,STAN
605,10,DEPRECIATION EXP-EQUIPMENT,A,STANDARD CHART,STAN
607,,DEPRECIATION EXP-F & F,A,STANDARD CHART,STAN
609,,DEPRECIATION EXP-IMPROVEMENTS,A,STANDARD CHART,STAN
611,,DEPRECIATION EXP-BUILDINGS,A,STANDARD CHART,STAN
615,,CASUALTY/PROPERTY INSURANCE,A,STANDARD CHART,STAN
620,,VEHICLE INSURANCE,A,STANDARD CHART,STAN
621,,INSURANCE,A,STANDARD CHART,STAN
625,,"OTHER PREMISE, EQUIP & VEH EXP",A,STANDARD CHART,STAN
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,STANDARD CHART,STAN
628,,FACTORING FEE EXPENSE,A,STANDARD CHART,STAN
629,,ACCOUNTING FEES,A,STANDARD CHART,STAN
629,1,CORPORATE FEES,A,STANDARD CHART,STAN
630,,PROFESSIONAL FEES,A,STANDARD CHART,STAN
631,,LEGAL FEES,A,STANDARD CHART,STAN
635,,OFFICE SUPPLIES EXPENSE,A,STANDARD CHART,STAN
638,,SUPPLIES,A,STANDARD CHART,STAN
639,,PARTS EXPENSE,A,STANDARD CHART,STAN
640,,POSTAGE EXPENSE,A,STANDARD CHART,STAN
650,,PERMITS & LICENSES,A,STANDARD CHART,STAN
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,STANDARD CHART,STAN
659,,FILING FEES,A,STANDARD CHART,STAN
665,,FINES - PENALTY,A,STANDARD CHART,STAN
675,,BANK CHARGES,A,STANDARD CHART,STAN
676,,BANKCARD DISCOUNTS,A,STANDARD CHART,STAN
685,,THEFT LOSS,A,STANDARD CHART,STAN
689,,DONATIONS,A,STANDARD CHART,STAN
690,,INCOME TAX PROVISION EXP,A,STANDARD CHART,STAN
691,,MISC TAX,A,STANDARD CHART,STAN
695,,FEED,A,STANDARD CHART,STAN
700,,GROCERY EXPENSE,A,STANDARD CHART,STAN
703,,CLOTHING EXPENSE,A,STANDARD CHART,STAN
707,,EDUCA.& TRAINING EXPENSE,A,STANDARD CHART,STAN
709,,ENTERTAINMENT EXPENSE,A,STANDARD CHART,STAN
710,,GIFT EXPENSE,A,STANDARD CHART,STAN
715,,CHARGE CARD EXPENSE,A,STANDARD CHART,STAN
720,,MEDICAL EXP,A,STANDARD CHART,STAN
725,,DENTAL EXP,A,STANDARD CHART,STAN
740,,INTEREST EXPENSE,A,STANDARD CHART,STAN
741,,LOAN INTEREST EXPENSE,A,STANDARD CHART,STAN
742,,LOAN FEE EXPENSE,A,STANDARD CHART,STAN
743,,LOAN PENALTIES EXPENSE,A,STANDARD CHART,STAN
780,,LOSS ON SALE OF ASSET,A,STANDARD CHART,STAN
785,,OTHER EXPENSES,A,STANDARD CHART,STAN
788,,NOT CODED OTHER EXPENSE,A,STANDARD CHART,STAN
789,,SCP LT,A,STANDARD CHART,STAN
790,,SCP ST,A,STANDARD CHART,STAN
791,,SCP INV,A,STANDARD CHART,STAN
792,,CHECK EXP,A,STANDARD CHART,STAN
796,,TOTAL G & A EXPENSES,T,STANDARD CHART,STAN
797,,TOTAL OPERATING & G&A EXP,T,STANDARD CHART,STAN
799,,NET INCOME/LOSS-,T,STANDARD CHART,STAN
801,,TRAN-INTRA COMPANY,A,STANDARD CHART,STAN
802,,TRAN-INTRA COMPANY-MTN COIN,A,STANDARD CHART,STAN
