account_number,sub_account_number,account_description,account_type,category_name,category_abbreviation
484,,REBATES,A,FINANCE CHART,FINAN
487,,INTEREST INCOME,A,FINANCE CHART,FINAN
488,,LOAN INTEREST INCOME,A,FINANCE CHART,FINAN
489,,LOAN FEE INCOME,A,FINANCE CHART,FINAN
490,,LOAN PENALTY INCOME,A,FINANCE CHART,FINAN
491,,OTHER INCOME,A,FINANCE CHART,FINAN
492,,NOT CODED OTHER REVENUE,A,FINANCE CHART,FINAN
493,,SCR LT,A,FINANCE CHART,FINAN
494,,SCR ST,A,FINANCE CHART,FINAN
495,,SCR INV,A,FINANCE CHART,FINAN
496,,RECEIPTS REVENUE,A,FINANCE CHART,FINAN
498,,TOTAL OTHER REVENUE,T,FINANCE CHART,FINAN
499,,REVENUE LESS COGS,T,FINANCE CHART,FINAN
500,,EXPENSES,H,FINANCE CHART,FINAN
502,,OPERATING EXPENSES,H,FINANCE CHART,FINAN
504,,CHARGED OFF ACTS,A,FINANCE CHART,FINAN
505,,BAD CHECKS,A,FINANCE CHART,FINAN
506,,WAGES,A,FINANCE CHART,FINAN
507,,WAGE MDSE EXPENSE,A,FINANCE CHART,FINAN
515,,COMMISSIONS,A,FINANCE CHART,FINAN
517,,CONTRACT LABOR,A,FINANCE CHART,FINAN
518,,FUTA TAX EXPENSE,A,FINANCE CHART,FINAN
519,,SUTA TAX EXPENSE,A,FINANCE CHART,FINAN
520,,FICA TAX EXPENSE,A,FINANCE CHART,FINAN
521,,WORKMAN COMP INSURANCES,A,FINANCE CHART,FINAN
525,,HEALTH INSURANCE,A,FINANCE CHART,FINAN
530,,TRAVEL EXPENSES,A,FINANCE CHART,FINAN
535,,REPAIRS & MAINT-VEHICLES,A,FINANCE CHART,FINAN
536,,GAS & OIL,A,FINANCE CHART,FINAN
540,,FREIGHT EXPENSE,A,FINANCE CHART,FINAN
545,,ADVERTISING & PROMOTIONS,A,FINANCE CHART,FINAN
550,,AP DISCOUNTS LOST,A,FINANCE CHART,FINAN
561,,TOTAL OPERATING EXP,T,FINANCE CHART,FINAN
563,,GENERAL & ADMINISTRATIVE EXP,H,FINANCE CHART,FINAN
564,,RENT-VEHICLES,H,FINANCE CHART,FINAN
565,,RENT-BUILDING,A,FINANCE CHART,FINAN
566,,RENT-EQUIPMENT & VEHICLES,A,FINANCE CHART,FINAN
570,,REPAIRS & MAINT-BUILDING,A,FINANCE CHART,FINAN
571,,REPAIR & MAINTENANCE EQUIPMENT,A,FINANCE CHART,FINAN
574,,COMPUTER SOFTWARE MAINTENANCE,A,FINANCE CHART,FINAN
580,,UTILITIES-FUEL,A,FINANCE CHART,FINAN
581,,UTILITIES-ELECTRIC,A,FINANCE CHART,FINAN
582,,UTILITIES-WATER & SEWER,A,FINANCE CHART,FINAN
583,,UTILITIES-GARBAGE,A,FINANCE CHART,FINAN
584,,UTILITIES-PHONE,A,FINANCE CHART,FINAN
585,,UTILITIES-MISC,A,FINANCE CHART,FINAN
590,,PROPERTY TAX,A,FINANCE CHART,FINAN
595,,PERSONAL PROPERTY TAX,A,FINANCE CHART,FINAN
600,,DEPRECIATION EXP-VEHICLES,A,FINANCE CHART,FINAN
605,,DEPRECIATION EXP-EQUIPMENT,A,FINANCE CHART,FINAN
607,,DEPRECIATION EXP-F & F,A,FINANCE CHART,FINAN
609,,DEPRECIATION EXP-IMPROVEMENTS,A,FINANCE CHART,FINAN
621,,INSURANCE,A,FINANCE CHART,FINAN
626,,"TOTAL PREMISE, EQUIP & VEH EXP",T,FINANCE CHART,FINAN
628,,FACTORING FEE EXPENSE,A,FINANCE CHART,FINAN
629,,ACCOUNTING FEES,A,FINANCE CHART,FINAN
630,,PROFESSIONAL FEES,A,FINANCE CHART,FINAN
630,100,A/R COMPUTER SERVICE EXPENSE,A,FINANCE CHART,FINAN
631,,LEGAL FEES,A,FINANCE CHART,FINAN
635,,OFFICE SUPPLIES EXPENSE,A,FINANCE CHART,FINAN
638,,SUPPLIES,A,FINANCE CHART,FINAN
640,,POSTAGE EXPENSE,A,FINANCE CHART,FINAN
650,,PERMITS & LICENSES,A,FINANCE CHART,FINAN
655,,SUBSCRIPTIONS & MEMBERSHIPS,A,FINANCE CHART,FINAN
659,,FILING FEES,A,FINANCE CHART,FINAN
665,,FINES - PENALTY,A,FINANCE CHART,FINAN
675,,BANK CHARGES,A,FINANCE CHART,FINAN
676,,BANKCARD DISCOUNTS,A,FINANCE CHART,FINAN
689,,DONATIONS,A,FINANCE CHART,FINAN
690,,INCOME TAX PROVISION EXP,A,FINANCE CHART,FINAN
700,,GROCERY EXPENSE,A,FINANCE CHART,FINAN
707,,EDUCA.& TRAINING EXPENSE,A,FINANCE CHART,FINAN
710,,GIFT EXPENSE,A,FINANCE CHART,FINAN
740,,INTEREST EXPENSE,A,FINANCE CHART,FINAN
741,,LOAN INTEREST EXPENSE,A,FINANCE CHART,FINAN
742,,LOAN FEE EXPENSE,A,FINANCE CHART,FINAN
743,,LOAN PENALTY EXPENSE,A,FINANCE CHART,FINAN
780,,LOSS ON SALE OF ASSET,A,FINANCE CHART,FINAN
785,,OTHER EXPENSES,A,FINANCE CHART,FINAN
788,,NOT CODED OTHER EXPENSE,A,FINANCE CHART,FINAN
789,,SCP LT,A,FINANCE CHART,FINAN
790,,SCP ST,A,FINANCE CHART,FINAN
791,,SCP INV,A,FINANCE CHART,FINAN
792,,CHECK EXP,A,FINANCE CHART,FINAN
796,,TOTAL G & A EXPENSES,T,FINANCE CHART,FINAN
797,,TOTAL OPERATING & G&A EXP,T,FINANCE CHART,FINAN
799,,NET INCOME/LOSS-,T,FINANCE CHART,FINAN
801,,TRAN-INTRA COMPANY,A,FINANCE CHART,FINAN
