"ubm_h_st_id";"st_ref";"st_title";"st_instruction";"st_tp_id";"stat_id";"ubm_id";"derived_from_id";"ubm_vers_id";"ubm_obj_vers_id";"obj_vers_id";"s_id";"s_db_id";"s_usr_id";"s_ts";"m_db_id";"m_usr_id";"m_ts";"t_db_id";"t_usr_id";"t_ts";"ubm_ref";"ubm_order_no"
1880;"ST-213";"Prior to commencing the collection process verify that the amount owing has not been received and applied to the wrong account. ";"Prior to commencing the collection process verify that the amount owing has not been received and applied to the wrong account.  Verify there are no credits shat should be applied to the account.";183;1;0;0;0;0;0;1880;3312;0;"2014-01-30 11:55:13.395";3312;0;"2014-02-17 19:49:44.772";0;0;"";"";213
1881;"ST-214";"Review the customers past payment activity.  Determine if they are chronically late and what their response has been to any othe";"Review the customers past payment activity.  Determine if they are chronically late and what their response has been to any other overdue notices to determine payment patterns or trends.";183;1;0;0;0;0;0;1881;3312;0;"2014-01-30 11:55:31.47";3312;0;"2014-02-17 19:49:44.772";0;0;"";"";214
1933;"ST-260";"Validate all balance sheet accounts";"Validate all balance sheet accounts";183;1;0;0;0;0;0;1933;3312;0;"2014-01-30 15:50:33.176";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";260
1899;"ST-229";"The CFO shall list all the required financial forecasts, as well as the information needed to complete the financial forecast pr";"The CFO shall list all the required financial forecasts, as well as the information needed to complete the financial forecast process, on the FS1000-1 FINANCIAL FORECAST CHECKLIST.  ";183;1;0;0;0;0;0;1899;3312;0;"2014-01-30 12:18:47.949";3312;0;"2014-02-17 19:49:44.773";0;0;"";"";229
2033;"ST-331";"Create a Top 10 List (using 01.02.04.11.02)";"Create a Top 10 List (using 01.02.04.11.02)";183;1;0;0;0;0;0;2033;3312;0;"2014-01-31 17:36:09.37";3312;0;"2014-02-17 19:49:44.778";0;0;"";"";331
1893;"ST-224";"The CFO shall receive sales projections for the coming fiscal year from Sales Management at least ninety (90) days prior to the ";"The CFO shall receive sales projections for the coming fiscal year from Sales Management at least ninety (90) days prior to the end of the current fiscal year,  including: •	Sales projections per quarter; and •	Sales projections by product, product line, or type. In addition, Sales Management shall provide clear notes and descriptions about any assumptions on which those projections are based and the associated risks. ";183;1;0;0;0;0;0;1893;3312;0;"2014-01-30 12:10:56.362";3312;0;"2014-02-17 19:49:44.773";0;0;"";"";224
1935;"ST-262";"#204 – balance with A/P open voucher report";"#204 – balance with A/P open voucher report";183;1;0;0;0;0;0;1935;3312;0;"2014-01-30 15:51:11.7";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";262
1938;"ST-263";"Review Income:";"Review Income:";183;1;0;0;0;0;0;1938;3312;0;"2014-01-30 15:52:01.859";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";263
1942;"ST-264";"Verify that management fee to management services has been paid.  ";"Verify that management fee to management services has been paid.  ";183;1;0;0;0;0;0;1942;3312;0;"2014-01-30 15:53:26.917";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";264
1944;"ST-266";"Prepare/Outsource Taxes to Mitchell and Associates";"Prepare/Outsource Taxes to Mitchell and Associates";183;1;0;0;0;0;0;1944;3312;0;"2014-01-30 15:54:11.069";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";266
1945;"ST-267";"Verify Taxes are correct and complete";"Verify Taxes are correct and complete";183;1;0;0;0;0;0;1945;3312;0;"2014-01-30 15:54:33.931";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";267
1946;"ST-268";"Verify we have paid property Taxes";"Verify we have paid property Taxes";183;1;0;0;0;0;0;1946;3312;0;"2014-01-30 15:54:56.013";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";268
1949;"ST-270";"WORKING CAPITAL PLAN  1.0	The CFO shall regularly set and review working capital plans and performance to ensure the working cap";"WORKING CAPITAL PLAN  1.0	The CFO shall regularly set and review working capital plans and performance to ensure the working capital (in Accounts Receivable, Accounts Payable, and Inventory) needed to operate the business is: •	Minimized to a practical degree, particularly in relation to benchmarks established by top performers in similar industries; •	Managed and used in ways that align with overarching operational and financial goals established in Business Plans, Financial Objectives, and the Capital Plan; and •	Adequately available to ensure operation of the business. ";183;1;0;0;0;0;0;1949;3312;0;"2014-01-30 16:03:58.421";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";270
1950;"ST-271";"The CFO shall ensure that clear goals and processes are in place to collect Accounts Receivables and Collections, including: •	P";"The CFO shall ensure that clear goals and processes are in place to collect Accounts Receivables and Collections, including: •	Prompt invoicing; •	Swift processing and deposits of payments; •	Effective collection activities of late accounts; and •	Produce regular reports and conduct reviews of accounts payable effectiveness (i.e. Days Sales Outstanding Reports). ";183;1;0;0;0;0;0;1950;3312;0;"2014-01-30 16:04:15.766";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";271
1951;"ST-272";"The CFO shall ensure that clear goals and processes are in place to disburse accounts payable that include the following:  •	Inv";"The CFO shall ensure that clear goals and processes are in place to disburse accounts payable that include the following:  •	Invoices are paid in a timely and optimum manner (i.e. mailed 5 days prior to due date); •	A clear policy for making early payments, for example, at least a 2% discount if paid within 10 days (2-10 net 30); and •	Regular reports and review of accounts payable effectiveness (i.e. Days Payable Outstanding Reports). ";183;1;0;0;0;0;0;1951;3312;0;"2014-01-30 16:04:32.615";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";272
1953;"ST-274";"The CFO shall monitor and review inventory";"The CFO shall monitor and review inventory";183;1;0;0;0;0;0;1953;3312;0;"2014-01-30 16:05:06.54";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";274
1954;"ST-275";"The CFO shall conduct regular review meetings with Top Management to review working capital plans and performance, including:  •";"The CFO shall conduct regular review meetings with Top Management to review working capital plans and performance, including:  •	Aligning working capital goals with overall Company strategic, operational, and financial goals; •	Creating or modifying specific working capital goals, strategies, and practices; and •	Reviewing past and current performance of working capital according to established criteria and industry benchmarks. ";183;1;0;0;0;0;0;1954;3312;0;"2014-01-30 16:05:26.03";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";275
1955;"ST-276";"The CFO shall document the working capital goals (see Sections 1.1 through 1.5 above) and list the activities and resources requ";"The CFO shall document the working capital goals (see Sections 1.1 through 1.5 above) and list the activities and resources required to meet them in TM1000-1 WORKING CAPITAL PLAN.";183;1;0;0;0;0;0;1955;3312;0;"2014-01-30 16:05:43.508";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";276
1956;"ST-277";"WORKING CAPITAL PERFORMANCE  The CFO shall meet regularly with the owners /managers of the working capital processes (Accounts R";"WORKING CAPITAL PERFORMANCE  The CFO shall meet regularly with the owners /managers of the working capital processes (Accounts Receivable, Accounts Payable, Inventories) to establish and/or review goals/objectives, set measurement and reports (monthly and/or quarterly), and to review performance results.  Goals and objectives shall be established in light of: •	Overarching business plans and objectives; •	Industry leaders (benchmarks); and •	Current performance and realistic steps/progress toward industry leader performance  ";183;1;0;0;0;0;0;1956;3312;0;"2014-01-30 16:06:03.336";3312;0;"2014-02-17 19:49:44.775";0;0;"";"";277
1957;"ST-278";"The CFO shall note all established goals and objectives of working capital processes on the TM1000-1 WORKING CAPITAL PLAN.";"The CFO shall note all established goals and objectives of working capital processes on the TM1000-1 WORKING CAPITAL PLAN.";183;1;0;0;0;0;0;1957;3312;0;"2014-01-30 16:06:26.14";3312;0;"2014-02-17 19:49:44.776";0;0;"";"";278
1958;"ST-279";"The CFO shall be responsible for collecting established regular reports (see section 2.1 above) regarding working capital proces";"The CFO shall be responsible for collecting established regular reports (see section 2.1 above) regarding working capital processes and record relevant results on the TM1000-1 WORKING CAPITAL PLAN.";183;1;0;0;0;0;0;1958;3312;0;"2014-01-30 16:06:51.75";3312;0;"2014-02-17 19:49:44.776";0;0;"";"";279
2008;"ST-280";"Define your management reporting packet (using 01.02.04.14.02)";"Define your management reporting packet (using 01.02.04.14.02)";183;1;0;0;0;0;0;2008;3312;0;"2014-01-31 11:59:27.281";3312;0;"2014-02-17 19:49:44.776";0;0;"";"";280
2034;"ST-332";"Insert the current version of the Top 10 List form  ";"Insert the current version of the Top 10 List form  ";183;1;0;0;0;0;0;2034;3312;0;"2014-01-31 17:36:41.019";3312;0;"2014-02-17 19:49:44.778";0;0;"";"";332
1894;"ST-225";"The CFO shall review sales projections with Top Management to ensure that: •	Sales projections align with overall company strate";"The CFO shall review sales projections with Top Management to ensure that: •	Sales projections align with overall company strategies, objectives, and business plans; and •	They account for potential constraints on growth (e.g., ability to raise capital, physical and human resource capacity, absorption). ";183;1;0;0;0;0;0;1894;3312;0;"2014-01-30 12:11:15.775";3312;0;"2014-02-17 19:49:44.773";0;0;"";"";225
2070;"ST-368";"File items in the master file index";"File items in the master file index";183;1;0;0;0;0;0;2070;3312;0;"2014-01-31 17:57:32.989";3312;0;"2014-02-17 19:49:44.78";0;0;"";"";368
2819;"ST-501";"Renew or pay approved items";"Renew or pay approved items";183;1;0;0;0;0;0;2819;3312;0;"2014-03-24 15:10:33.094";0;0;"";0;0;"";"ST";501
1882;"ST-215";"Upon review of the above, proceed with the collection process.  Depending on the amount and the customer situation, the represen";"Upon review of the above, proceed with the collection process.  Depending on the amount and the customer situation, the representative can choose to follow-up with collection letters, telephone calls or both.  Record all actions taken (late payment notice, telephone call, etc.) with a date on an account collection control form filed in the customer folder.  All customer agreements and explanations should be noted.  If payment has not reached the company by the expected date, immediate follow-up action should be taken with another collection call or letter.  The longer an overdue account is ignored, the longer the customer will ignore it, too.";183;1;0;0;0;0;0;1882;3312;0;"2014-01-30 11:55:50.469";3312;0;"2014-02-17 19:49:44.772";0;0;"";"";215
1897;"ST-228";"Once sales and operation/cost projections are complete and have been reviewed and accepted by Top Management, the CFO shall crea";"Once sales and operation/cost projections are complete and have been reviewed and accepted by Top Management, the CFO shall create financial forecasts and forecasted statements. ";183;1;0;0;0;0;0;1897;3312;0;"2014-01-30 12:12:16.672";3312;0;"2014-02-17 19:49:44.773";0;0;"";"";228
1970;"ST-288";"All investments shall be in accordance with the investment policy established by the Board of Directors.";"All investments shall be in accordance with the investment policy established by the Board of Directors.";183;1;0;0;0;0;0;1970;3312;0;"2014-01-31 09:16:04.213";3312;0;"2014-02-17 19:49:44.776";0;0;"";"";288
1844;"ST-185";"File items in the master file index";"File items in the master file index";183;1;0;0;0;0;0;1844;3312;0;"2014-01-30 08:41:32.43";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";185
1805;"ST-151";"On the Open Points form, check of, initial, and date each item when complete.";"On the Open Points form, check of, initial, and date each item when complete.";183;1;0;0;0;0;0;1805;3312;0;"2014-01-29 10:52:38.099";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";151
1806;"ST-152";"On your Monthly/Annually checklist check off the task Clear Open Points on the day you cleared your open points.";"On your Monthly/Annually checklist check off the task Clear Open Points on the day you cleared your open points.";183;1;0;0;0;0;0;1806;3312;0;"2014-01-29 10:53:32.885";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";152
1808;"ST-153";"Review all business model material for your position by 12/31 of current year.";"Review all business model material for your position by 12/31 of current year.";183;1;0;0;0;0;0;1808;3312;0;"2014-01-29 10:55:38.287";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";153
1809;"ST-154";"Review all general business model material by 12/31 current year.";"Review all general business model material by 12/31 current year. General business model material includes conceptual definition, entity model/description, mission statement, vision statement, core values, customers, product and services, strategic positioning questions, strategic alliances, critical success factors, and companywide policies and procedures.";183;1;0;0;0;0;0;1809;3312;0;"2014-01-29 10:57:23.097";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";154
1810;"ST-155";"Address with your manager any items you do not fully understand.";"Address with your manager any items you do not fully understand.";183;1;0;0;0;0;0;1810;3312;0;"2014-01-29 10:57:49.76";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";155
1811;"ST-156";"All management positions need to address any training issues with employees working under them.";"All management positions need to address any training issues with employees working under them.";183;1;0;0;0;0;0;1811;3312;0;"2014-01-29 10:58:25.455";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";156
1812;"ST-157";"Submit any needed changes or additions to the Business Model Manager for review.";"Submit any needed changes or additions to the Business Model Manager for review.";183;1;0;0;0;0;0;1812;3312;0;"2014-01-29 10:58:55.358";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";157
1813;"ST-158";"Sign & have your manger sign off on the Training Completion Form that you reviewed & understand all business model material ";"Sign & have your manger sign off on the Training Completion Form that you reviewed & understand all business model material for your position.";183;1;0;0;0;0;0;1813;3312;0;"2014-01-29 10:59:55.001";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";158
1814;"ST-159";"Sign & have your manger sign off on the Training Completion Form that you reviewed & understand all general business model ";"Sign & have your manger sign off on the Training Completion Form that you reviewed & understand all general business model material.";183;1;0;0;0;0;0;1814;3312;0;"2014-01-29 11:00:34.979";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";159
1815;"ST-160";"Submit the signed Training Completion Form to HR for approval.";"Submit the signed Training Completion Form to HR for approval.";183;1;0;0;0;0;0;1815;3312;0;"2014-01-29 11:01:02.638";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";160
1817;"ST-161";"Documenting  Accounts Payable";"Documenting  Accounts Payable";183;1;0;0;0;0;0;1817;3312;0;"2014-01-29 17:01:43";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";161
1818;"ST-162";"The following documents will be forwarded to accounts payable";"The following documents will be forwarded to accounts payable for temporary filing and subsequent matching to form an accounts payable voucher package. -	Purchase Order with purchase requisition if applicable -	Packing slip with receiving report if applicable -	Vendor invoice ";183;1;0;0;0;0;0;1818;3312;0;"2014-01-29 17:18:16.629";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";162
1819;"ST-163";"Once the accounts payable department has received all of the above documents, ";"Once the accounts payable department has received all of the above documents, the following steps will be performed to ensure proper authorization, validity of purchase, receipt of purchased items or services and accuracy of amounts. -	The vendor invoice will be stapled on top of the packing slip and receiving report followed by the purchase order and requisition. -	The purchase order should be evaluated for proper authorization and the nature of the purchase and pricing as shown on the invoice reviewed for validity. -	The quantiti9es shown shipped or delivered on the invoice will be compared to the packing slip and or receiving reports.  Any discrepancies must be followed-up and resolved prior to commencing with the voucher process. -	Calculations on the invoice will be recomputed such as quantities received multiplied by unit price and totals ";183;1;0;0;0;0;0;1819;3312;0;"2014-01-29 17:18:45.569";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";163
1820;"ST-164";"Recording non-merchandise payables";"Recording non-merchandise payables";183;1;0;0;0;0;0;1820;3312;0;"2014-01-29 17:19:09.313";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";164
1821;"ST-165";"Non-merchandise expenditures like utilities, rent, insurance, taxes, repairs, professional fees, etc., are generally not recorde";"Non-merchandise expenditures like utilities, rent, insurance, taxes, repairs, professional fees, etc., are generally not recorded through the purchase order routine.  However, there may be other documentation, like contracts requisitions and other agreements.  These should be filed in the applicable vendor file as documentary support.  Upon receipt of the invoice, the charges should be entered into the payable system and coded to the appropriate expense account. ";183;1;0;0;0;0;0;1821;3312;0;"2014-01-29 17:19:48.346";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";165
1822;"ST-166";"Generally, once invoices (both merchandise and non-merchandise) have been entered they can be filed in the respective vendor ";"Generally, once invoices (both merchandise and non-merchandise) have been entered they can be filed in the respective vendor files, ordered by date.";183;1;0;0;0;0;0;1822;3312;0;"2014-01-29 17:20:14.248";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";166
1823;"ST-167";"Payment of Accounts Payable";"Payment of Accounts Payable";183;1;0;0;0;0;0;1823;3312;0;"2014-01-29 17:20:33.275";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";167
1824;"ST-168";"Accounts payable systems generally provide an aged report and a “bills to pay” report. ";"Accounts payable systems generally provide an aged report and a “bills to pay” report.  Examine the “bills to pay report” on a weekly basis.  The CFO should select the current week’s bills to be paid based on the funds available and a projection of cash flow or receipts over the coming week.  Once complete process or print the checks for the selected bills to be paid.";183;1;0;0;0;0;0;1824;3312;0;"2014-01-29 17:21:10.375";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";168
1826;"ST-169";"Any vendor credits which are amounts owed to the company for returns, marketing co-op, or price adjustments, should";"Any vendor credits which are amounts owed to the company for returns, marketing co-op, or price adjustments, should be applied to amounts currently owed to the vendor when determining payment.  These are normally received in the form of a credit memo or adjusting invoice.  These should be entered into  the system like any other invoice and applied to the next payment being made.  There is no reason to “age” a credit memo.";183;1;0;0;0;0;0;1826;3312;0;"2014-01-29 17:23:25.694";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";169
1827;"ST-170";"Pull all invoices to be paid from the files and match them with the printed checks.  Present the materials to the CFO for review";"Pull all invoices to be paid from the files and match them with the printed checks.  Present the materials to the CFO for review and signing.";183;1;0;0;0;0;0;1827;3312;0;"2014-01-29 17:23:50.954";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";170
1937;"ST-171";"Verify loan payment has been made to Alliance Investments.";"Verify loan payment has been made to Alliance Investments.";183;1;0;0;0;0;0;1937;3312;0;"2014-01-30 15:51:42.847";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";171
1829;"ST-172";"Immediately ensure that all checks signed and approved are correctly recorded in the accounting system.  Stamp the invoices “pai";"Immediately ensure that all checks signed and approved are correctly recorded in the accounting system.  Stamp the invoices “paid” to document they’ve been paid.";183;1;0;0;0;0;0;1829;3312;0;"2014-01-29 17:24:54.565";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";172
1830;"ST-173";"Consider using checks that incorporate a two stub plus check form in order to attach one stub to the paid invoice and the other ";"Consider using checks that incorporate a two stub plus check form in order to attach one stub to the paid invoice and the other to the remittance copy of the invoice.";183;1;0;0;0;0;0;1830;3312;0;"2014-01-29 17:25:33.498";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";173
1831;"ST-174";"If one check pays several invoices then either photocopy the stub or attach a copy to each paid invoice or consider attaching al";"If one check pays several invoices then either photocopy the stub or attach a copy to each paid invoice or consider attaching all paid invoices to the one check stub.  File all resulting documentation in the applicable vendor payables file.";183;1;0;0;0;0;0;1831;3312;0;"2014-01-29 17:26:00.017";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";174
1832;"ST-175";"Manual Checks";"Manual Checks";183;1;0;0;0;0;0;1832;3312;0;"2014-01-29 17:26:25.974";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";175
1833;"ST-176";"The first element of control begins by suing pre-numbered blank checks and storing them in a secured area";"The first element of control begins by suing pre-numbered blank checks and storing them in a secured area";183;1;0;0;0;0;0;1833;3312;0;"2014-01-29 17:26:54.663";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";176
1834;"ST-177";"Occasionally, it may be necessary to take a blank check and fill it out manually.  (This should be strongly discouraged.) Specia";"Occasionally, it may be necessary to take a blank check and fill it out manually.  (This should be strongly discouraged.) Special care must be sued to maintain control over blank and manually prepared checks.  Make sure to enter all manual checks into the check register and or into the accounting system immediately after use.";183;1;0;0;0;0;0;1834;3312;0;"2014-01-29 17:27:32.928";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";177
1836;"ST-178";"Collect all papers, emails, messages from inbox and other applicable sources.";"Collect all papers, emails, messages from inbox and other applicable sources.";183;1;0;0;0;0;0;1836;3312;0;"2014-01-30 08:37:56.227";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";178
1837;"ST-179";"Prioritize items from most important to least important A being most important and C being least important";"Prioritize items from most important to least important A being most important and C being least important";183;1;0;0;0;0;0;1837;3312;0;"2014-01-30 08:38:20.014";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";179
1838;"ST-180";"Update calendar if necessary (schedule any necessary events/ items on your Calendar of Events).";"Update calendar if necessary (schedule any necessary events/ items on your Calendar of Events).";183;1;0;0;0;0;0;1838;3312;0;"2014-01-30 08:38:39.741";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";180
1593;"ST-25";"The meeting shall be conducted according to parliamentary procedure";"The meeting shall be conducted according to parliamentary procedure ( see Additional Reference ""B""), under which an item of action should be properly introduced by motion and the motion seconded.";183;1;0;0;0;0;0;1593;3312;0;"2014-01-25 02:00:00";3312;0;"2014-02-12 11:46:11.215";0;0;"";"";25
1839;"ST-181";"Put actionable items on the Top 10 List or Task List";"Put actionable items on the Top 10 List or Task List";183;1;0;0;0;0;0;1839;3312;0;"2014-01-30 08:39:01.805";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";181
1840;"ST-182";"Delegate any items necessary";"Delegate any items necessary";183;1;0;0;0;0;0;1840;3312;0;"2014-01-30 08:39:23.43";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";182
1841;"ST-183";"Complete any necessary correspondence/ items ";"Complete any necessary correspondence/ items ";183;1;0;0;0;0;0;1841;3312;0;"2014-01-30 08:39:42.686";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";183
1843;"ST-184";"Deliver any necessary items";"Deliver any necessary items";183;1;0;0;0;0;0;1843;3312;0;"2014-01-30 08:41:08.759";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";184
1674;"ST-73";"Train Successor in updating and completing the CEO Task List.";"Train Successor in updating and completing the CEO Task List.";183;1;0;0;0;0;0;1674;3312;0;"2014-01-28 09:02:51.683";3312;0;"2014-02-13 18:07:23.266";0;0;"";"";73
1845;"ST-186";"On your Monthly/Annually checklist check off the task Process Inbox on the day you processed your inbox.";"On your Monthly/Annually checklist check off the task Process Inbox on the day you processed your inbox.";183;1;0;0;0;0;0;1845;3312;0;"2014-01-30 08:42:02.494";3312;0;"2014-02-13 18:07:23.262";0;0;"";"";186
1850;"ST-188";"When Complete, check off the task Fill out your biweekly time sheet on the Monthly/Annually Checklist on the day you filled it o";"When Complete, check off the task Fill out your biweekly time sheet on the Monthly/Annually Checklist on the day you filled it out.";183;1;0;0;0;0;0;1850;3312;0;"2014-01-30 08:46:29.768";3312;0;"2014-02-17 19:49:44.771";0;0;"";"";188
1852;"ST-189";"Authorized Check Signers";"Authorized Check Signers";183;1;0;0;0;0;0;1852;3312;0;"2014-01-30 11:37:36.483";3312;0;"2014-02-17 19:49:44.771";0;0;"";"";189
1857;"ST-194";"CHANGING CHECK SIGNERS";"CHANGING CHECK SIGNERS";183;1;0;0;0;0;0;1857;3312;0;"2014-01-30 11:39:57.912";3312;0;"2014-02-17 19:49:44.771";0;0;"";"";194
1652;"ST-53";"When Complete, check off the task Fill out your biweekly time sheet on the Monthly/Annually Checklist";"When Complete, check off the task Fill out your biweekly time sheet on the Monthly/Annually Checklist on the day you filled it out.";183;1;0;0;0;0;0;1652;3312;0;"2014-01-27 17:04:22.248";3312;0;"2014-02-13 18:07:23.263";0;0;"";"";53
1866;"ST-202";"Outgoing Wire Transfers.";"Outgoing Wire Transfers.";183;1;0;0;0;0;0;1866;3312;0;"2014-01-30 11:44:57.576";3312;0;"2014-02-17 19:49:44.772";0;0;"";"";202
1533;"ST-1";"The stockholders are";"The stockholder are the collective owners of the Company and they are responsible for the following: Electing directors to the Company's board; Stockholders elect the Board of Directors to represent them as the Company's governing body, which directs the company through resolutions.";183;1;0;0;0;0;0;1533;3312;0;"2014-01-24 02:00:00";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";1
1544;"ST-2";"Approving or rejecting major corporate actions (e.g., stock offerings, mergers)";"Approving or rejecting major corporate actions (e.g., stock offerings, mergers)";183;1;0;0;0;0;0;1544;3312;0;"2014-01-24 16:01:43.171";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";2
1545;"ST-3";"Amending the corporation's articles; and";"Amending the corporation's articles; and";183;1;0;0;0;0;0;1545;3312;0;"2014-01-24 16:02:26.15";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";3
1552;"ST-4";"Inspecting the corporate books and records.";"Inspecting the corporate books and records.";183;1;0;0;0;0;0;1552;3312;0;"2014-01-24 17:33:57.364";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";4
1553;"ST-5";"Inspecting the corporate books and records.";"Inspecting the corporate books and records.";183;1;0;0;0;0;0;1553;3312;0;"2014-01-24 17:37:45.583";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";5
1555;"ST-6";"In order to";"In order to properly conduct business, a minimum number of shares owned by shareholders must be present at the meeting or represented by proxy (see FA1050-2 - AUTHORIZATION OF PROXY TO VOTE SHARES) to form a quorum, as prescribed in the Articles of Incorporation. Prior to beginning any meeting, the appointed secretary should determine that a proper quorum exits and inform the chairperson.";183;1;0;0;0;0;0;1555;3312;0;"2014-01-24 17:47:02.069";3312;0;"2014-02-12 11:46:11.214";0;0;"";"";6
