"ubm_h_pr_id";"pr_ref";"pr_title";"pr_purpose";"pr_scope_id";"sec_lvl_id";"pr_tp_id";"stat_id";"ubm_id";"derived_from_id";"ubm_vers_id";"ubm_obj_vers_id";"obj_vers_id";"s_id";"s_db_id";"s_usr_id";"s_ts";"m_db_id";"m_usr_id";"m_ts";"t_db_id";"t_usr_id";"t_ts";"previous_vers_id";"ubm_ref";"ubm_order_no"
1851;"PR-28";"Bank account management – Check signing authority";"To describe the process for completing a check request form.";0;0;183;1;0;0;0;0;0;1851;3312;0;"2014-01-30 11:36:39.865";0;0;"";0;0;"";0;"PR";28
1862;"PR-29";"Bank account management – Wire Transfers";"To ensure all incoming and outgoing wire transfers are accounted for properly.";0;0;183;1;0;0;0;0;0;1862;3312;0;"2014-01-30 11:43:06.332";0;0;"";0;0;"";0;"PR";29
1869;"PR-30";"Bank account management – Check Requests";"To describe the process for completing a check request form.  ";0;0;183;1;0;0;0;0;0;1869;3312;0;"2014-01-30 11:50:48.975";0;0;"";0;0;"";0;"PR";30
1876;"PR-29";"Account Collections";"To provide the actions and methods for processing late or delinquent payments.";0;0;183;1;0;0;0;0;0;1876;3312;0;"2014-01-30 11:53:53.214";0;0;"";0;0;"";0;"PR";29
1884;"PR-32";"Financial Forecasting Plan  ";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.  ";0;0;183;1;0;0;0;0;0;1884;3312;0;"2014-01-30 12:05:31.447";0;0;"";0;0;"";0;"PR";32
1891;"PR-33";"Collecting Information for Financial Forecasts";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.";0;0;183;1;0;0;0;0;0;1891;3312;0;"2014-01-30 12:10:10.088";0;0;"";0;0;"";0;"PR";33
1898;"PR-34";"Creating Financial Forecasts";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.";0;0;183;1;0;0;0;0;0;1898;3312;0;"2014-01-30 12:18:20.122";0;0;"";0;0;"";0;"PR";34
1903;"PR-35";"Reviewing and Completing Financial Forecasts  ";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.  ";0;0;183;1;0;0;0;0;0;1903;3312;0;"2014-01-30 12:37:56.219";0;0;"";0;0;"";0;"PR";35
1907;"PR-36";"Financial Re-Forecasting";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.";0;0;183;1;0;0;0;0;0;1907;3312;0;"2014-01-30 12:41:16.074";0;0;"";0;0;"";0;"PR";36
1912;"PR-37";"Improving the Financial Forecasting Process";"To make thoughtful and intelligent predictions regarding revenue and expenses that allow for capital planning, creating budgets, and financial management that aligns with overall Company objectives and strategies, and that help ensure the financial resources for operating the business are in place.";0;0;183;1;0;0;0;0;0;1912;3312;0;"2014-01-30 12:44:30.192";0;0;"";0;0;"";0;"PR";37
1916;"PR-38";"Bank Account Reconciliation";"To outline the practices for preparation of a Monthly Bank Reconciliation";0;0;183;1;0;0;0;0;0;1916;3312;0;"2014-01-30 12:51:50.823";0;0;"";0;0;"";0;"PR";38
1932;"PR-39";"Prepare monthly financial statements";"Prepare and maintain accurate financial statements and financial information required to run the company.";0;0;183;1;0;0;0;0;0;1932;3312;0;"2014-01-30 15:49:56.888";0;0;"";0;0;"";0;"PR";39
2085;"PR-49";"Process Inbox";"Every employee must complete annual training so that they can become familiar with their positions job descriptions, policies, procedures, etc. They must also become familiar with the general policies and procedures for the company.";0;0;183;1;0;0;0;0;0;2085;3312;0;"2014-01-31 19:33:24.44";0;0;"";0;0;"";0;"PR";49
1966;"PR-42";"Debt and Investment";"To receive the most return and benefit from surplus funds while minimizing risk and costs, and reduce over all cost of capital in pursuing business plans and strategies.";0;0;183;1;0;0;0;0;0;1966;3312;0;"2014-01-31 09:11:34.529";0;0;"";0;0;"";0;"PR";42
1967;"PR-43";"Working Capital";"(a) Minimize and make best use of working capital; (b) set working capital goals; (c) Monitor, review, and improve working capital performance in such areas as: •	Accounts Payable (i.e. Days Payable Outstanding); •	Account Receivable (i.e. Days Sales Outstanding); •	Inventories – (i.e. Days Inventories Outstanding); and Total Working Capital.  ";0;0;183;1;0;0;0;0;0;1967;3312;0;"2014-01-31 09:13:04.707";0;0;"";0;0;"";0;"PR";43
1948;"PR-40";"Working Capital";"(a) Minimize and make best use of working capital; (b) set working capital goals; (c) Monitor, review, and improve working capital performance in such areas as: •	Accounts Payable (i.e. Days Payable Outstanding); •	Account Receivable (i.e. Days Sales Outstanding); •	Inventories – (i.e. Days Inventories Outstanding); and Total Working Capital. ";0;0;183;1;0;0;0;0;0;1948;3312;0;"2014-01-30 02:00:00";3312;0;"2014-01-30 16:07:43.786";0;0;"";0;"PR";40
2002;"PR-44";"Creating Management Reporting Packets";"To properly create the management reporting packet BM Application created using the UBM Creation Suite.";0;0;183;1;0;0;0;0;0;2002;3312;0;"2014-01-31 11:55:59.399";0;0;"";0;0;"";0;"PR";44
2062;"PR-45";"Process Inbox";"The purpose of processing the inbox as needed is to ensure that everything in your inbox is collected and processed in a timely manner";0;0;183;1;0;0;0;0;0;2062;3312;0;"2014-01-31 17:54:44.682";0;0;"";0;0;"";0;"PR";45
2072;"PR-46";"Clear Open Points";"The purpose of clearing open points on the set date or at least every 2 weeks is to ensure that the open points get complete. ";0;0;183;1;0;0;0;0;0;2072;3312;0;"2014-01-31 18:04:21.887";0;0;"";0;0;"";0;"PR";46
2077;"PR-47";"Job Description Preparation";"To provide the methods for preparation and format of Job Descriptions.  A Job Description should be used as a guide and are not intended to be all-inclusive of a person's abilities, the requirements for fulfilling their position, or as work limitations or restrictions on employee roles.  We are all expected to be team players and to help each other and the Company whenever necessary within reason and workplace safety guidelines.";0;0;183;1;0;0;0;0;0;2077;3312;0;"2014-01-31 19:17:42.691";0;0;"";0;0;"";0;"PR";47
2081;"PR-48";"Job Description Approval and Distribution";"To provide the methods for preparation and format of Job Descriptions.  A Job Description should be used as a guide and are not intended to be all-inclusive of a person's abilities, the requirements for fulfilling their position, or as work limitations or restrictions on employee roles.  We are all expected to be team players and to help each other and the Company whenever necessary within reason and workplace safety guidelines.";0;0;183;1;0;0;0;0;0;2081;3312;0;"2014-01-31 19:25:01.298";0;0;"";0;0;"";0;"PR";48
2093;"PR-50";"Complete Timesheets";"The purpose of submitting the timesheets biweekly is to ensure that payroll gets processed every 2 weeks.";0;0;183;1;0;0;0;0;0;2093;3312;0;"2014-01-31 20:10:39.982";0;0;"";0;0;"";0;"PR";50
2098;"PR-51";"Employee Information";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2098;3312;0;"2014-01-31 20:19:06.706";0;0;"";0;0;"";0;"PR";51
2100;"PR-51";"HR Personnel Records";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2100;3312;0;"2014-01-31 20:20:40.496";0;0;"";0;0;"";0;"PR";51
2105;"PR-51";"Contents of Personnel Files";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2105;3312;0;"2014-01-31 20:23:06.247";0;0;"";0;0;"";0;"PR";51
2110;"PR-49";"Employee’s Personnel Records Review";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2110;3312;0;"2014-01-31 20:25:47.782";0;0;"";0;0;"";0;"PR";49
2112;"PR-54";"Management Review of Personnel Files";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2112;3312;0;"2014-01-31 20:27:01.658";0;0;"";0;0;"";0;"PR";54
2115;"PR-55";"Company Release of Employee Information";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2115;3312;0;"2014-01-31 20:28:29.938";0;0;"";0;0;"";0;"PR";55
2120;"PR-56";"Record Retention and Long-Term Storage";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records.";0;0;183;1;0;0;0;0;0;2120;3312;0;"2014-01-31 20:31:06.526";0;0;"";0;0;"";0;"PR";56
2127;"PR-57";"Record Destruction";"To provide The Company with historical information, which is used by management to determine employee qualifications for promotion, compensation, termination, or disciplinary action, and to outline the methods for filing, retaining and disposing of personnel records";0;0;183;1;0;0;0;0;0;2127;3312;0;"2014-01-31 20:33:49.39";0;0;"";0;0;"";0;"PR";57
2131;"PR-58";"Application for Employment";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2131;3312;0;"2014-01-31 20:39:30.494";0;0;"";0;0;"";0;"PR";58
2136;"PR-59";"Application Information";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2136;3312;0;"2014-01-31 20:41:24.895";0;0;"";0;0;"";0;"PR";59
2144;"PR-58";"Compliance Information";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2144;3312;0;"2014-01-31 20:43:58.621";0;0;"";0;0;"";0;"PR";58
2149;"PR-61";"Interviewing Objectives";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2149;3312;0;"2014-01-31 20:46:32.579";0;0;"";0;0;"";0;"PR";61
2153;"PR-62";"Resume Examination";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2153;3312;0;"2014-01-31 20:48:26.947";0;0;"";0;0;"";0;"PR";62
2156;"PR-50";"Telephone Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2156;3312;0;"2014-01-31 20:49:56.61";0;0;"";0;0;"";0;"PR";50
2160;"PR-51";"Email Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2160;3312;0;"2014-01-31 20:52:05.163";0;0;"";0;0;"";0;"PR";51
2162;"PR-52";"In-Person Interviews";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost ";0;0;183;1;0;0;0;0;0;2162;3312;0;"2014-01-31 20:53:22.104";0;0;"";0;0;"";0;"PR";52
2171;"PR-62";"Personnel Requisition";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2171;3312;0;"2014-01-31 20:59:31.555";0;0;"";0;0;"";0;"PR";62
2174;"PR-63";"Job Posting & Screening";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost ";0;0;183;1;0;0;0;0;0;2174;3312;0;"2014-01-31 21:01:26.953";0;0;"";0;0;"";0;"PR";63
2181;"PR-64";"Interviewing";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2181;3312;0;"2014-01-31 21:03:58.226";0;0;"";0;0;"";0;"PR";64
2185;"PR-52";"Pre-Employment Screening & Testing";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2185;3312;0;"2014-01-31 21:05:49.336";0;0;"";0;0;"";0;"PR";52
2189;"PR-66";"Background Investigation";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2189;3312;0;"2014-01-31 21:07:30.196";0;0;"";0;0;"";0;"PR";66
2194;"PR-67";"Hiring and Employee Offers";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2194;3312;0;"2014-01-31 21:10:05.107";0;0;"";0;0;"";0;"PR";67
2203;"PR-66";"Motor Vehicle and Equipment Operation";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2203;3312;0;"2014-01-31 21:13:04.492";0;0;"";0;0;"";0;"PR";66
2207;"PR-69";"Applicant Files";"The hiring of a new employee is an expensive process.  It takes time, money, and a thorough understanding of the needs of the organization, both today and in the future.  Every employee is expected to make a far greater contribution to the company, in terms of revenue, than the actual expenses incurred.   These activities outline the steps that are to be followed in hiring personnel to ensure that the best new employees are found.  The wrong hire can be very expensive in terms of time and money spent, lost productivity, and worst of all, lost opportunity cost. ";0;0;183;1;0;0;0;0;0;2207;3312;0;"2014-01-31 21:14:38.958";0;0;"";0;0;"";0;"PR";69
2229;"PR-70";"Process Inbox";"The purpose of processing the inbox as needed is to ensure that everything in your inbox is collected and processed in a timely manner.";0;0;183;1;0;0;0;0;0;2229;3312;0;"2014-02-01 16:18:28.011";0;0;"";0;0;"";0;"PR";70
2239;"PR-71";"Clear Open Points";"The purpose of clearing open points on the set date or at least every 2 weeks is to ensure that the open points get complete.";0;0;183;1;0;0;0;0;0;2239;3312;0;"2014-02-01 16:22:04.17";0;0;"";0;0;"";0;"PR";71
2310;"PR-88";"Maintain Business Model";"Our Business Model will be maintained so that it is up to date, accurate, & relevant for our business";0;0;183;1;0;0;0;0;0;2310;3312;0;"2014-02-03 13:55:13.804";3312;0;"2014-02-13 09:05:42.505";0;0;"";0;"PR";88
